id,product_id,username,age_range,skin_type,rating,text,is_recommended,price
1195138,72431,farahmit,19 - 24,Combination,3.0,"pakai sabun muka ini baik baik aja sih muka ku, gak bikin terlalu kering jg tapi gak begitu terlihat hasil penggunaannya. buat sebatas sabun muka sih ini lumayan ya bersihin muka kalo kotor aja sih menurutku",-1,27000.0
1641308,33379,nauravia,19 - 24,Combination,4.0,"menurut aku produk nya sama aja kek sabun yang lain, aku pake ini kulit jadi kering ketarik gitu dan claim nya ga ngaruh juga. but so far ga ada masalah ke kulit juga, repurchase? mm nah... lebih suka yang 2in1",-1,34900.0
1169303,4571,purnamarzky,19 - 24,Combination,3.0,pake iniii jugaa. kata mba nya bagussss. jd beli deh. ternyata ga sesuai ekspetasi. menurut ku ini biasa ajaaaa. karna gaada efek sama sekali di wajah kuuu. jd ga aku repurchase karna harganya lumayaann,-1,200000.0
1563763,45199,silviaanggreini,19 - 24,Combination,1.0,Awal beli produk ini karena review orang orang bagus akhirnya mutusin buat make produknya. Terus di awal pemakaian produknya sih gapapa dan biasa biasa aja di muka aku tapi setelah sebulan pemakaian malah jadi beruntusan dan sekarang malah jadi jerawat gede gede. Nyesel make produknya :( akhirnya stop make ini tapi sekarang malah harus fight jerawat jadinya padahal aku sebelumnya gak jerawatan. Paling cuman karena pms doang. ini malah jadi jerawatan :(,-1,60000.0
1472341,22096,Intnprl,19 - 24,Combination,3.0,"enak sih pas dipakai... bikin cerahan,wanginya freshh...tapi ya gak cocok aja bikin wajah kemerahan setelah dipakai,dan beberapa hari timbul jerawat ...😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",-1,19500.0
1927150,16288,happy99,19 - 24,Combination,4.0,wardah selalu wangi bgt ini juga begitu. aku pakai pas sma biar rada cerahan dikit but it doesnt work on my skin sayng bgt sihh apa krn ini utk skincare orang dewasa krn waktu itu aku masih belasan tahun. malah ini jadinya gak cocok di aku. aku coba pake selama seminggu malah bikin kering dan ada beberapa jerawat tumbuh di pipi :(,-1,30000.0
1900385,15106,Ikaarizka,19 - 24,Combination,3.0,"facial wash pertama aku pas masih smp gitu, ikut2 mama soalnya mama pake ini wkwk, dan dia dikulitku pas selesai dipake berasa bgt efek nariknya, ngilangin minyak dan bikin wajah cerahan sih, cuma kurang suka sama efek nariknya itu, berasa lagi maskeran. aromanya lemon gitu, lumayan strong aromanya, seger sih tapi terlalu strong utk gasuka fragrance",-1,15000.0
1121616,18042,cherripops,19 - 24,Combination,3.0,"Iseng beli ini karna warnanya lucu, baunya enak banget sumpaaahh! Pake dikit aja udah wangi banget, muka juga wanginya kecium wkwk tapi aku tidak merasakan efek apa-apa setelah menghabiskan 1 tube ini wkwk ",0,21000.0
830386,15484,vaniachristia23,19 - 24,Combination,5.0,"Awalnya iseng beli face wash ini pas lg beli serum kiehl's MRC, eh ternyata sekarang secinta itu sama face wash ini. Pas hbs cuci muka tuh muka berasa lembab, kenyal, kayak tekstur pantat bayi kali ya hahaha, oh iya ini face wash emang aneh awal pertama pake soalnya ga terlalu berbusa kayak face wash lainnya. Facial wash ini ga bikin muka kering / bagian mulut kering, soalnya kan bagian mulut riskan bgt kering kalo pake face wash gitu. Tapi menurutku ini face wash cocok buat dipake dipagi hari atau pas mau makeup soalnya bikin tekstur kulit lembab bgt sama beras fresh gitu, tapi kalo dipake malem hari berasa kayak kurang ngangkat kotoran aja gitu. ",0,400000.0
411914,60412,annisaindrirn,19 - 24,Combination,4.0,"suka banget sama sabun ini, karena aku cocok dan sabun ini membantu aku menyembuhkan jerawat,walaupun agak lama
sejak lepas perawatan dokter, aku susah banget cari sabun muka yang cocok, awalnya aku underestimated sama produk ini, ternyata malah bagus banget, tapi sayangnya bikin kulit jadi kering",0,9000.0
861576,22096,bellaap17,19 - 24,Combination,4.0,"Dapet ini gratis dari acara wisudaan kakak tingkat jurusan. Baunya ada jeruk gitu dan beneran kerasa creamynya. Sedikit ada efek ketarik tapi overall nyaman make ini. Sekarang uda ganti sih karen nemu yang lebih cocok, tapi ini tetep recommended terutama kulit berminyak sama kusam.",0,19500.0
529060,22096,deeatiara,19 - 24,Combination,4.0,"setelah ngabisin satu tube, facial wash ini menurutku aman dan ga menimbulkan jerawat di aku.. tapi rasanya kurang cocok buat pemilik dry skin karena ada efek bersih kesetnya sedikit. by the way, c-defense facial wash ini teksturnya creamy, warnanya putih, tanpa scrub, dan foam nya banyak. a little goes a long way, tuang sedikit udah cukup buat se-muka. mungkin bakal repurchase, apalagi wanginya enak dan refreshing. ukurannya juga ga termasuk kecil bgt untuk harga nya yg terjangkau. ",0,19500.0
604054,27159,monicabakara,19 - 24,Combination,5.0,"Sebenernya beli ini karna kepepet butuh pelembab waktu lg keluar kota (biasanya pake enriched cream innisfree) dan milih beli ini karna cuma ada ini dan ternyata cocok bgt. Gak berat tapi cukup melembabkan, aku pake buat pagi hari, ditambah suncreennya biore baru deh foundation. Sukaaa banget pokoknya ini udh pembelian kedua. Kalo pelembab yg berat aku pake malem hari jadi tercukupi ;)",0,14000.0
832352,4039,Jesper,19 - 24,Combination,3.0,Direkomendasiin sm temen katanya ngebersihin komedo dan bikin pori2 mengecil. Tapi gatau knp di aku sendiri malah ngerasa pori2 jadi ngebuka dan komedo gak berkurang malah muka terasa kurnag bersih. Baunya juga cukup mengganggu,0,330000.0
896207,24370,Agnes19,19 - 24,Combination,5.0,"facial wash tercinta terkeren yang pernah ada. pertama aku pakai itu, ketika teman aku rekomendasiin produk ini, tapi karena aku sedikit ragu dan harga lumayan mahal jadi aku coba pake punya temen dulu heheh tapi esoknya manfaatnya terasa, jerawat mengecil dan wajah lebih segar. jadi akhirnya aku putusin buat beli face wash ini dan bahkan nyaranin kawan2 aku buat pake. yaah meskipun harganya lumayan mahal tapi aku nggak kecewa, manfaatnya sebanding kok. repurchase? of course dong :)",0,109000.0
1034398,2462,Intanandty,19 - 24,Combination,3.0,awalnya pake produk ini gakenapa kenapa sih. teksturnya yg sedikit kasar krna ada butiran2 entah apa itu (buat exfloating kali ya) bkin komedo terangkat. tapii di gw bikin muka gw jd kering dan gatau kenapa jadi ada jerawat kecil2 gitu.. repurchase? gak deh. ,0,18000.0
704135,43466,anxxiette,19 - 24,Combination,4.0,"i didnt really expect anygood from this product karena gapernah cocok pake ponds yang bikin kulitku tambah kering. i just joined the hype and im glad that i did! aku pake sesuai dengan bagaimana seharusnya, dan pas ditemplokin dimuka ada sedikit tingling sensation di area bruntusan. pas dibilas foamnya lembut wanginya khas ponds white beauty gt. setelahnya kesed dan sedikit rada kering tp ga terlalu berasa. pas ngaca omagaaaad cerah dan halus banget kaya udah make bedak tinggal pake lippie dan bisa langsung hayu kita letsgo gt tanpa touch up lagi wkwk tapi karna efek sedikit kering td musti aku layer produk lagi buat hidrasi. tapi kuakui ini keren sihh. halusnya gakuku ganana wkwk by far this is my favorite of the brand!",0,33000.0
226300,18286,DebbyutamiPB,19 - 24,Combination,4.0,"Aku suka bgt sama produk ponds yg ini. Aku slalu suka sm packaging ponds seri flawless white krn mewah aja dan so pinky. Pencuci ini sangat cocok sm muka ku, wanginya menenangkan apa lg ada scrub nya juga jadi bkin wajah mkin bersih. Aku mulai pake ini pas beralih dr ponds white beauty ke ponds flawless white, dan sumpah ini bgs banget bkin muka jd lbh cerah. Dlu smepat habis dan make pencuci ponds white beaty atau kadang  wardah yg msh ada stoknya drumah tp ngak sebagus ini. Pas kembali make pencuci ini, mukanya jd bagus lg :) so love it",0,40000.0
2238910,72824,Priskila_,19 - 24,Combination,4.0,"dulu pernah pakai yang acne solution, tapi ga cocok, saya bandingin ingredientsnya dng yang ini, hampir mirip2 cuma yang ini gaada menthol. Yg ini cocok, ga bikin iritasi dan ga 'pedes', jerawat cepet kering, tapi utk kulit kering saya kurang recommend.",0,25000.0
1048774,600,JulyAlegada,19 - 24,Combination,4.0,"Karena udah pernah pake yang tamagohada mild peeling dan gk ada keluhan iritasi jadilah coba yang shirojyun ultimate whitening ini, dan hasilnya b' ajah diaku, habis cuci muka efeknya gk melembabkan tapi ya gk bikin kering ketarik gitu. Asal gk bikin masalah baru dimuka akumah hayuks atu repurchase, apalagi harganya murah meriah sangat meriah malah ",0,24000.0
246442,18412,zahramia,19 - 24,Combination,3.0,"dapet hadiah dr temen .awalnya mikir wah kayaknya menarik facial foam dr baking powder 


bagus sih bisa bersih bgt gt meski cm pakai dikiiit

tp ga cocok di aku? bikin keriing mukaku padahal kulitku berminyak huhu ",0,100000.0
1001223,22096,claudiaaaa,19 - 24,Combination,3.0,"sayangnya ga secocok itu ferguso, aku pake ini di hari pertama bersih sih cerah gitu tapi pas di hari kedua tetot! jerawat langsung bermunculan 2 gede2 sakit bat, ga mau pake lagi karena bikin jerawat muncul:(",0,19500.0
442405,53418,briliantivia,19 - 24,Combination,3.0,"facewash yg ga terlalu 'keras' mnrtku, karena busanya sedikit malah hampir gaada sama sekaliii. lumayan ngebersihin muka sih, aku suka baunya yg bener benr seger trs ga nyengat. tp ini agak bikin muka ku jd kering trs ketarik gitu dan pakenya mesti digabung sm si tonernya biar ga kering. tp sampe skrng aku ttp pake ini karena msh ngerasa blm nemu face wash yg pas:(",0,48000.0
792756,44207,nuralka,19 - 24,Combination,5.0,"baunya enak banget, teksturnya juga ada butiran scrub kecil gitu. benar-benar bersihin muka keseluruhan, wajah jadi lembab dan agak cerah. pertama kali beli travel size 30ml and I love it so much! repurchase? always 😂",0,310000.0
1048805,33379,JulyAlegada,19 - 24,Combination,4.0,"Habbatussauda karena tulisan itu aku membeli kamu sapi (eh safi).
Keset (bacanya kayak baca lemper; bukan lele;) super nyaman sekali sama dia, nyaman dikantong apalagi, cumak butuh dikit busanya tetep melimpah dan busanya itu berasa busa yg lembut gitu loh (ngerti ga sih) nyaman gitu kalo abis cuci mukanya bareng sama dia keset ajah gitu",0,34900.0
1055171,66519,vitnovta,19 - 24,Combination,4.0,"pake ini tuh muka jadi kerasa bersih bgt, di aku gaada efek ketarik atau gimana sih ya. cuman sehabis cuci muka emg kulit rada keset aja sih, tapi overall bagus sih menurut ku.  udah gitu gabikin bruntusan apalagi bo, lumayan jatuh cinta sih sm produk ini hehe",0,0.0
940414,27159,Esterlitaa,19 - 24,Combination,5.0,"Pakai ini karena teracuni salah satu Instagram tentang beauty, dan ini katanya mild formula, akhirnya ku beli karna murah dan gampang di cari, wah emng ternyata gabikin kering, ga bikin jerawatan, daya bersihnya juga oke, ini non-parfume jdi wanginya agak freak. Fix sih bakal jadi facial foam favoritku!😚",0,14000.0
1073770,14715,Ichaabaiq,19 - 24,Combination,5.0,"Nah ini juga sama dapet sample size di dan+dan muehehehe. Bersih banget sumpeh kalo make-upan pake ini. Suka pengen beli yg full size tapi ya gituu sayang karna jarang meapan
✅ Wangi: sama aja kayak facial foamnya seger, lembut
✅ Ga bikin kering, malah lembab
✅ Tekstur: creamyyy putih gituw
",0,28000.0
932725,66517,windiwn,19 - 24,Combination,3.0,pernah pake ini buat ganti ganti sama facial wash ponds yg white beuty. pake ini muka berasa bersih dari minyak kalo abis cuci muka. tapi ku ngerasa gaada dampak apa2 setelah pake ini. jd aku lebih pilih yg white beuty,0,0.0
980781,27159,shofaltfh,19 - 24,Combination,4.0,"Nyobain punya temen, tau nya........
hehe enak juga. 
untuk kulit kombinasi ini enak loh.
Melembabkan iya, tapi gak lebay gitu.
Tapi masalahnya untuk fungsi membersihkan ini agak kurang. cuma yang melembabkannya itu bagu hehe.",0,14000.0
403528,6477,taraeln,19 - 24,Combination,2.0,"Waktu jalan ke Mall, Ada mba-mba dari counter nivea ngasih sample gratis ukuran 20gr klo ga salah. 
tertarik make sih soalnya aku hampir tiap hari pake make up, Kalau menurutku facial wash ini emang bener-bener bikin bersih banget, tapi kurang suka sama efek setalh make, Wajah rasanya ketarik banget untungnya ga breakout. Sampe sekarang pake ini setelah seharian make make up tebel. ",0,28000.0
870793,33166,lusianasrd,19 - 24,Combination,2.0,"Baru pertama kali nyobain produk dari Naruko. Packagingnya tube dengan ukuran 120 gram, tutupnya flip top. Teksturnya mirip sama clay mask pada umumnya. Warnanya krem tapi kalau udah diaplikasiin jadi putih dan ada scrub kecil warna biru. Wanginya tea tree sesuai sama nama produknya. Klaim dari produk ini adalah bisa mengangkat sel kulit mati dan minyak berlebih, membuat kulit jadi segar, bersih, dan bebas jerawat. Cara pake produk ini dioleskan ke wajah dan ditunggu selama 5 menit, baru setelah itu dibilas dengan air. Hal pertama yang dirasain saat pake produk ini yaitu terasa cooling sensationnya. Clay mask ini bukan termasuk clay mask yang bikin kulit ketarik banget. Tapi sayangnya aku kurang suka sama efek setelah pake produk ini, kulit rasanya keset banget dan kering. Masker ini termasuk gampang dibilas juga. Setelah pemakaian rutin, gak ada efek yang WOW dari masker ini. Bahkan setelah rutin pake masker ini, aku ngerasa kulit jadi gampang jerawatan meskipun gak sampek breakout. Tapi hal itu cukup menunjukkan kalau aku kurang cocok sama masker ini. Repurchase? I'm sorry, No.",0,0.0
155950,4765,dawnirjaf,19 - 24,Combination,2.0,"dulu pas baru masuk kuliah tbtb muka jerawatan parah banget, trus dengan uang seadanya dan tekad yang besar juga ekspektasi yang tinggi gue harap si sariayu ini bakalan sembuhin itu semua tp gak dinyana gak di duga ampe abis pun gak ngefek apa apa di gue sedih bgt dah. akhirnya ampe sekarang gue gak mau harap terlalu tinggi ama skincare merk apapun hahahaha",0,15000.0
110560,777,sxgrldn,19 - 24,Combination,2.5,"Awal nyoba biasa aja sih soalnya kerasa kimia banget bahannya. Terus ga gitu nyembuhin Acne juga, biasa aja. Gatau sih ini begini karna emg jerawatku aja kali ya yg banyak makanya ga bekerja di aku. Terus kulitku sensitive bgt jadi rada sakit gitu lama2 kalo dipake dan ga gitu moisturize my skin",0,27000.0
189062,4069,Ainda_nda,19 - 24,Combination,2.0,"Produk ini aku beli karena sblmny baru lepas dr krim dokter akibat breakout parah dan stop krim dokter. Awalnya blm terlalu melek soal skin care yg worth it.  Pas jalan² ke supermarket nemu ini,  kebetulan jg lg nyari FW. Concern kulitku Acne Prone.Karena mikirnya ini produk buat bayi inshallah aman.  Tapi 3kali repurchase dalam 4bulan dikulitku malah ""ENGGA BAGUS"" jd komedo blackheads makin banyak,  pori-pori keliatan gede, beruntusan. Hbis cuci muka berasa kering dan ketarik.  Stlh nonton video skin care 101 trnyata kandungan SLS dan Alcohol bikin pori² keliatan besar. Mngkn karna di FW itu ada 2kandungan itu.  Repurchase? NO! ",0,18000.0
775997,2673,doramariay,19 - 24,Combination,5.0,pertama kali lepas perawatan dokter dan langsung coba ini.. cocok banget dan gak buat breakout :') gak berbusa dan gak buat muka kering ketarik gitu. repurchase ? kayaknya sih soalnya mau coba yang lain jugaaa ,0,275000.0
348760,4970,venitakpi,19 - 24,Combination,2.0,"ini enak banget wanginya, selebihnya gatau fungsinya buat apa, cuma memberikan efek seger aja abis cuci muka. aku cuma mau nulis itu doang tapi gabisa di submit, soalnya harus 200karakter jadi kutambahin gini aja ya, sampe 200karakter",0,23000.0
1059690,27406,ceciliabernadette,19 - 24,Combination,2.0,ini cleanser yang bikin mukaku rasanya ketarik gitu abis itu pas setelah dibilas rasanya kaya ada lapisan lain gitu di kulit dan rasanya bener bener kaku seluruh muka pokoknya ngak enak banget deh rasanya abis pake cleanser ini ,0,20000.0
902719,979,Adhindanur,19 - 24,Combination,1.0,Big no deh buat kulit berminyak bikin jerawat kering iya emg sesuai claimnya ya wajah kering iya banget wkwk masa sampe ngelupas gt perih lagi sekali aja deh ga sampe seminggu aku buang sorry acnes:((,0,23000.0
822364,13915,adindadp_,19 - 24,Combination,3.0,"dulu pake ini gegara keracun kk. isinya bnya abisnya lama juga ini. pake sedikit aja udh byk busanya. ini keset sih, lumayan ada efek ketariknya gitu. kalo hasilnya di aku kek gaada hasil apa apa gtu. ya biasa biasa ajaa",0,30000.0
253876,4765,shenytheodora,19 - 24,Combination,4.0,"suka banget banget, apalagi pas musim jerawatan.  memang gak bekerja dalam semalem, tapi mengempeskan jerawat lebih cepat, dan menjadi tak berbekas. repurchase: jelas lah, udah ga tau ini tube keberapa",0,15000.0
829608,7454,nmsmayang,19 - 24,Combination,5.0,"Selama sebulan ini, aku rutin pakai Multi Cleanser EX dari Laneige ini. Cleanser ini sangat ringan di kulitku. Butiran scrubnya yg sangat halus membuat kulit terasa lembut, bersih, halus dan lembab :)) Apalagi ada pilihan untuk travel sizenya yg 50 ml, jadi mudah untuk di bawa kemana-mana deh. Untuk harga pun masih cukup terjangkau menurutku karena Cleanser ini fungsinya yg 4 in 1, bisa untuk menghapus makeup, menghapus sunscreen, sebagai exfoliating & cleansing tentunya!",0,275000.0
629650,11098,rikarisalam,19 - 24,Combination,5.0,"My 2nd cleanser. Baunya gak rose banget bener2 gak nyengat. Non sls jd gak berbusa, mild banget, gak bikin ketarik apalagi jd kering. Packagingnya botolnya bagus bgt deh kyk expensive gitu pas baru dicoba ternyata disegel jg dalamnya which is produknya bener2 sampai ditangan dgn baik. Utk 200an ml dengan harga segitu worth it banget si, abis coba ini mau coba yg acne",0,130000.0
953421,53418,Jujutimur28,19 - 24,Combination,5.0,"Setelah memakai produk envygreen gentle clean facial foam ini, membuat kulit menjadi bersiiiiiiiih, ceraaaaaaaah bersinaaaaaaaaaar  dan enaaaaaaaaaakkkk dipandaaang temen temen aku pun jadi sukaaaa syekaleeeeeehh, unnchhh cucok meooong amazing produk iniiii  😍😍😍💕💕💕💕❤❤❤❤❤❤❤😍😍😍😍😍😍😘😘😘😘😘😘😘😘🤗🤗🤗🤗🤗🤗🤗🤗🤗😚😚😚😙😙😙😗😗😗😗😗😗😗😗😎😎😎😎😎😎😚😚😚😚😚😚🤗🤗🤗😙😙😚😚😚😚😍😍😍😘😘😗😗😗😗😻😻😻😻😻😻😻",0,48000.0
2256118,777,Anggitakarima,19 - 24,Combination,3.0,"Tertarik beli ini gara² ada yg bilang bisa nyamarin atau menghilangkan bekas jerawat.Maklum masih newbie bgtt waktu itu ada klaim yg bagus dikit langsung beli.Tapi ini beneran bagus sih,walaupun engga bisa menyamarkan noda bekas jerawat tapi efek mencerahkanya emang beneran ada.Wanginya juga enak fresh gituu.Harganya murce isinya juga banyak dari segi tekstur sih dia enak ya nyaman gitu waktu diapply ke muka.Brand ini terkenal buat masalah acne² gitu jadi waktu smp sering beli",0,27000.0
762725,37171,annisaaulia,19 - 24,Combination,3.0,"Pertama kali dateng, langsung check ingredients nya, mantep sih ga ada alkohol, ga ada paraben juga. Busanya juga enaaaak banget, lembut. cuman karna kebiasaan pake facialwash yang non fragrance jadi agak sedikit keganggu sama wanginya. Sehabis cumuk bikin keset tapi ga yang sampe kering kerontang banget, masih aman lah. sayangnya di aku kurang cocok krn bikin bruntusan sehabis pemakaian kedua. tapi pas mamaku pake bagus kok hasilnya. worth to try lah intinya karna kondisi kulit orang kan beda2",0,25000.0
961704,600,ayazsaya,19 - 24,Combination,4.0,sabun muka yang selalu aku pake kalo breakout gegara asal nyobain produk baru. dia gak bikin muka ketarik ataupun kering. berasa bersih banget dan lembab kalo dah pake sabun muka ini. untuk efek whitening menurutku b aja. ,0,24000.0
1030818,7571,pups,19 - 24,Combination,3.0,"nyobain ini karna lg nyari fw dan kebetulan ngeliat ini terus murah jadi beli deh. wangi nya enak, bikin muka alus tapi bikin ketarik gitu. kalo buat repurchase kayanya no mau nyobain fw yg lain juga.",0,25000.0
1094105,7571,rahajengk_,19 - 24,Combination,4.0,"facewash yang fungal acne free 😍😍😍😍 gampang nyari nya. teksturnya gel, waktu dipake ga banyak busa, gabikin kulit muka kering ketarik 😂😂 cocok dipake kulit yang kering dan kombinasi. 😍😍 bau nya khas bau neem (?) agak lumayan kerasa sih bau nya.",0,25000.0
983974,7657,midasuci,19 - 24,Combination,3.0,"Untuk efek membersihkannya lumayan oke kok. Nah dia ini ketika dibilas gak meninggalkan rasa keset di kulit jadinya kupikir bakalan tetep ngasih rasa lembab di kulit wajahku, but surprisingly dia malah bikin kulit muka berasa ketarik. Baunya lembut dan enak mirip sabun bayi dan busanya gak lebay. Untuk repurchase kyknya enggak lagi deh soalnya after feel setelah cuci mukanya itu bener2 bikin aku gak nyaman, berasa ketarik kenceng dah bikin kulit kering. Jadi setelah pake ini aku usahakan langsung pake toner biar rasa gak nyamannya hilang.",0,39500.0
1015437,31241,dewi432,19 - 24,Combination,5.0,"pas banget sama masalah kulitku, sensitive acne prone skin. facial wash ini enak banget karena busanya dikit, tapi cukup membersihkan debu debu karena emang gapernah pake make up. fyi wanginya mirip fw nya c&c yang rose",0,30000.0
1034083,17923,wlnayu,19 - 24,Combination,4.0,"beli ini karena suruh belanja pake saldo belanja suami di t0ped hehe. iseng2 aja sih sebenernya dan ternyata emang bagus, meskipun foam tapi ga bikin kering atau kulit berasa ketarik gitu setelah cuci muka. namanya juga facial wash jadi efek brighteningnya cuma setelah cuci muka aja. untuk harga emang lumayan pricey kalo untuk ukuran face wash, dan kayaknya ini yg bikin aku ga bakal repurchase lagi 😄",0,259000.0
711875,33379,bmegayulia,19 - 24,Combination,4.0,"facial wash pertama ku setelah aku lepas dari  skincare dokter,wangi nya enak,busa nya juga banyak,dan setelah pakai ini efek pertama nya adalah wajah jadi lembuttt dan keset gitu setelah kering juga kerasa kya agak sedikit ketarik,dan wajah jadi agak putihan,ini serius putih bukan cerah,aku juga rada bingung pas abis cuci muka ngeliat muka jadi putih aneh :D kalo kalian suka fw yg irit busa kalian ngk akan suka ini karna ini busanya melimpah :D repurchase? maybe,karna ini isinya lumayan banyak dan pemakaian yg irit untuk sebuah fw yg busa nya melimpah",0,34900.0
181857,7642,nindahalim,19 - 24,Combination,2.0,"Dulu sempet treatment dan pake rangkaian acne dari larissa. Fw ini so-so aja sih, buat jerawat ga terlalu keliatan efeknya terus agak bikin kulit kesat gitu abis cuci muka. Ga sampe ketarik sih cuman kesat gitu aja. Yaa so-so lah, kalo ada yang lain mending coba yang lain aja sih.",0,18000.0
983981,17949,midasuci,19 - 24,Combination,5.0,Untuk facial cleanser yg affordable ini tu enak banget!! Membersihkan kulit dengan baik tapinya gak bikin kulit kering setelah cuci muka plus ada rasa keset di kulit setelah dibilas jadinya berasa yakin kulit muka tu udah bersih wkwkwk. It does what it claims lah intinya. Untuk baunya b aja sih tapi aku suka foam nya yg lembuuut membersihkan kulit. Hehehe,0,37900.0
598987,29993,Rakapurnama,19 - 24,Combination,4.0,"ini katanya bisa buat angkat kotoran diwajah bahkan make up sekalipun. awalnya aku bilang ""wuahhh keren nih coba deh"" pas coba lumayan lah dia bener bener bersihin muka sampe sampe rasanya ketarik banget muka kaya kering beuttt kaku pula ? tapi bagusnya dia gak buat jerawat dan brutusan. ",0,27000.0
965497,11619,vivishelinn,19 - 24,Combination,4.0,"uda pake ini dari 2017 sampe sekarang. ga mau dan belum berani pindah ke facial wash lain sih karna ini facial wash teraman. menurutku si mengurangi minyak tapi ga bikin muka kering. bisa menggagalkan bibit jerawat yg ingin tumbuh. biasa kalo aku berasa cekit2 karna ada jerawat yg mau tumbuh, ku gosok bagian yg cekit2 pas lagi cuci muka terus biasa besoknya ga jadi tumbuh jerawat deh😂",0,195000.0
689025,34306,fazirotulfirdaus,19 - 24,Combination,3.0,"Beli ini buat selingan karena kehabisan Himalaya Herbals yang Daily Exfoliate. Aku kira hasilnya bakalan sama kayak Himalaya yang gak kering, tapi ternyata zonk. Pas habis cuci muka kulit jadi kering😩",0,20000.0
555173,18412,iyaule,19 - 24,Combination,4.0,"Teksturnya ya kaya biasa facial foam. 
Satu hal yang aku suka, setelah cuci muka pake ini kulit jadi halus banget. Whiteheads yang biasa di hidung hilang begitu saja. 
Ga bikin muka kerasa ketarik juga. 
",0,100000.0
1006299,53060,ctrdw,19 - 24,Combination,1.0,Ini gua belinya iseng-iseng dah waktu ga ngerti skincare an wkwk buat facial wash ini bikin jerawat gua makin buanyakk padahal ga cocok tetep aja di pake aneh tuhkan wkwk🤣. repurchase? Nooooooooooooo!,0,15000.0
872698,66417,Fanami,19 - 24,Combination,5.0,"Awalnya skeptis. Trus aku coba pake pas muka lagi break out mendadak dan kasar. AJAIB BANGET, sekitar 2-3 hari pemakaian muka jadi lebih halus dan calm. 

Aku pake 4 pump, digosok2 di tangan sampe berbusa, baru di aplikasiin ke muka. Dulu sempet langsung di aplikasiin ke muka baru digosok ke wajah, tapi malah jadi gak efektif dan bikin jerawat di aku masa .-. Jadi aku ngikutin cara yg tertera di botolnya, AND IT WORKS wkwkwk.

Aromanya lembut, kyk bedak bayi menurut aku. Untuk size segitu dgn harganya masih agak mahal sih klo dibandingin sama sabun2 drug store. Tapi worth it bgttt, mirip2 sama cosrx good morning cleanser (menurut aku loh ya). Enak deh pokoknya, lembut dan gak bikin keset.",0,95000.0
463822,16098,jeannyfrtn,19 - 24,Combination,5.0,awalnya coba krn mamaku pake erha dan punya ini. terus iseng make dan jadi suka banget sama facial wash ini. karena gentle bgt rasanya dan muka jadi lembab tp halus gt setelah make. krn aku emg gacocok pake sabun cuci muka yang rasanya kering biasanya malah cepet berminyak. tp ini engga. dia juga ngilangin makeup bgtsi buat ukuran facial wash. kadang kl cuma daily makeup yg ringan gt aku lgsg cuci muka trs coba pake micellar water udh gaada sisa. facial wash ini rasanya mirip2 pake cetaphil tp aku lebih suka ini sih. dan ini juga di jual bebas jadi ga harus kita perawatan/pake obat dokter erha,0,70000.0
350774,37346,LITAAD,19 - 24,Combination,3.0,Pas lagi berjerawat dan tiba tiba muka berminyak parah aku tertarik banget pakai produk ini karena emang ditujukan untuk kulit yang berjerawat. Tapi ternyata setelah aku pakai malah ga ngaruh apa apa kek biasa aja gitu dan ga ngebersihin sama seklai,0,21500.0
952731,14536,chachuull,19 - 24,Combination,5.0,"pake ini baru semingguan tp uda keliatan bgt hasilnya omg! so happy karena sblm ini ive tried so many skincares dan malah jd breakout huhu. aku pake cleansernya barengan sm tonernya yg acne clarifying jugaa dan hasilnya memuaskan bgt! muka aku dulu kusam bgt berminyak n berjerawat juga, dan aku baru pake seminggu muka aku keliatan lebih cerah dan jd lebih plump gitu. repurchase? DEFINITELY❤️",0,130000.0
880997,48953,amaliazafreena,19 - 24,Combination,4.0,"Dapet dari giveaway fd x nameera.. so far, aku pasti liat ingredientsnya sebelum nyoba. dan alhamdulillaah ga ada tuh bahan sls. jadi lumayan tenang mau nyobain hihi. pemakaian pertama udah kasih aku impression bagus. dia ga bikin kering dimuka setelah pakai :)",0,35000.0
614701,2462,Fatyatifirda,19 - 24,Combination,3.0,"Suka sih sama scrub ini tapi sayangnya kurang mempan aja buat komedo di hidung. Enak pas dipakainya wanginya juga. Aku suka ini soalnya ada apricotnya gitu, karena penasaran akhirnya waktu itu coba. Tapi karena gak ada perubahan jadinya di simpan aja. ",0,18000.0
256248,68794,sabilamthri,19 - 24,Combination,3.0,"Sering banget promo di minimarket jadi ini pilihan kedua buat beli face wash, selama pakai ini kurasa hanya emang membersihkan aja ga ngefek lightning or something hehe jadi ini second option face wash",0,29000.0
910201,16599,istighfarizaica,19 - 24,Combination,4.0,"Ini tuh facial wash yg bantu aku bisa lepas dari krim dokter!! :”) wanginya enak, bentuknya kyk odol, busa nya banyak, dan ga bikin kering ataupun berasa ketarik sama sekali. Super suka!!! Dan ini bikin muka aku ga beruntusan dan ga mudah jerawatan :”)",0,23900.0
706571,1990,annisacdyf,19 - 24,Combination,5.0,"terakhir pake fw garnier 3-4tahun lalu, ditinggal karena ga ngefek apa2 diwajahku. eh iseng aku nyoba yg ini karena cocok pake moisturizernya, bagus ternyata! belum pake seminggu udh keliatan cerahnyaaaa, seneng deh. cuma setelah pake fw ini harus banget pake toner yg moisturizing bgt, ada efek kesetnya gitu dimuka. ",0,27600.0
